"kegg","over.abundant.health.conf"
"K14521()",0.536
"K00446(catechol_2,3-dioxygenase)",0.534
"K01406(serralysin)",0.534
"K01778(diaminopimelate_epimerase)",0.534
"K03227(type_III_secretion_protein_SctS)",0.534
"K07257(spore_coat_polysaccharide_biosynthesis_protein_SpsF)",0.534
"K07735(putative_transcriptional_regulator)",0.534
"K12989(mannosyltransferase)",0.534
"K13057(trehalose_synthase)",0.534
"K13732(fibronectin-binding_protein_A)",0.534
"K13869()",0.534
"K14506()",0.534
"K01829(protein_disulfide-isomerase)",0.532
"K03047(DNA-directed_RNA_polymerase_subunit_D)",0.532
"K03525(type_III_pantothenate_kinase)",0.532
"K03547(exonuclease_SbcD)",0.532
"K03742(competence/damage-inducible_protein_CinA)",0.532
"K04107(4-hydroxybenzoyl-CoA_reductase_subunit_gamma)",0.532
"K04879(potassium_voltage-gated_channel_Shaker-related_subfamily_A_member_6)",0.532
"K05739(hypothetical_protein)",0.532
"K05901(biliverdin_reductase_/_flavin_reductase)",0.532
"K07266(capsular_polysaccharide_export_protein)",0.532
"K11893(type_VI_secretion_system_protein_ImpJ)",0.532
"K12200(programmed_cell_death_6-interacting_protein)",0.532
"K14217(interferon-induced_protein_with_tetratricopeptide_repeats_1)",0.532
"K01165(ribonuclease_L)",0.53
"K01388(matrix_metalloproteinase-1_(interstitial_collagenase))",0.53
"K02242(competence_protein_ComFC)",0.53
"K02596(nitrogen_fixation_protein_NifX)",0.53
"K03234(elongation_factor_EF-2)",0.53
"K03575(A/G-specific_adenine_glycosylase)",0.53
"K05038(solute_carrier_family_6_(neurotransmitter_transporter,_glycine)member_5)",0.53
"K05587(diaphorase_subunit_of_the_bidirectional_hydrogenase)",0.53
"K06993(aspartate_dehydrogenase)",0.53
"K07057(mannosyl-3-phosphoglycerate_phosphatase)",0.53
"K07178(RIO_kinase_1)",0.53
"K08475(two-component_system,_NtrC_family,_phosphoglycerate_transport_systemsensor_histidine_kinase_PgtB)",0.53
"K08737(DNA_mismatch_repair_protein_MSH6)",0.53
"K09561(STIP1_homology_and_U-box_containing_protein_1)",0.53
"K09765(hypothetical_protein)",0.53
"K11693(peptidoglycan_pentaglycine_glycine_transferase_(the_first_glycine))",0.53
"K11906(type_VI_secretion_system_protein_VasD)",0.53
"K11958(neutral_amino_acid_transport_system_ATP-binding_protein)",0.53
"K12688(autotransporter_serine_protease)",0.53
"K14375(dTDP-L-oleandrosyltransferase)",0.53
"K14415(protein_RtcB)",0.53
"K14822()",0.53
"K15338()",0.53
"K15668()",0.53
"K00411(ubiquinol-cytochrome_c_reductase_iron-sulfur_subunit)",0.528
"K01273(membrane_dipeptidase)",0.528
"K03164(DNA_topoisomerase_II)",0.528
"K04409(p21-activated_kinase_1)",0.528
"K05480(ectodysplasin-A)",0.528
"K06975(ribosomal_RNA_large_subunit_methyltransferase_F)",0.528
"K07046(mannosyl-3-phosphoglycerate_phosphatase)",0.528
"K07270(glycosyl_transferase,_family_25)",0.528
"K08187(MFS_transporter,_MCP_family,_solute_carrier_family_16(monocarboxylic_acid_transporters),_member_10)",0.528
"K09490(heat_shock_70kDa_protein_5)",0.528
"K11071(spermidine/putrescine_transport_system_permease_protein)",0.528
"K12592(exosome_complex_protein_LRP1)",0.528
"K13747(carboxynorspermidine_decarboxylase)",0.528
"K00039(ribitol_2-dehydrogenase)",0.526
"K00065(2-deoxy-D-gluconate_3-dehydrogenase)",0.526
"K00341(NADH_dehydrogenase_I_subunit_L)",0.526
"K02487(type_IV_pili_sensor_histidine_kinase_and_response_regulator)",0.526
"K02489(two-component_system,_cell_cycle_sensor_kinase_and_responseregulator)",0.526
"K03340(diaminopimelate_dehydrogenase)",0.526
"K04516(chorismate_mutase)",0.526
"K07783(MFS_transporter,_OPA_family,_sugar_phosphate_sensor_protein_UhpC)",0.526
"K12875(apoptotic_chromatin_condensation_inducer_in_the_nucleus)",0.526
"K13820(flagellar_biosynthetic_protein_FliR/FlhB)",0.526
"K01071(oleoyl-[acyl-carrier-protein]_hydrolase)",0.524
"K01658(anthranilate_synthase_component_II)",0.524
"K02685(DNA_primase_large_subunit)",0.524
"K02912(large_subunit_ribosomal_protein_L32e)",0.524
"K03229(type_III_secretion_protein_SctU)",0.524
"K05850(Ca2+_transporting_ATPase,_plasma_membrane)",0.524
"K06778(protein_tyrosine_phosphatase,_receptor_type,_S)",0.524
"K07161(quercetin_2,3-dioxygenase)",0.524
"K07642(two-component_system,_OmpR_family,_sensor_histidine_kinase_BaeS)",0.524
"K09746(hypothetical_protein)",0.524
"K10550(D-allose_transport_system_permease_protein)",0.524
"K11493(regulator_of_chromosome_condensation)",0.524
"K11895(type_VI_secretion_system_protein_ImpH)",0.524
"K11901(type_VI_secretion_system_protein_ImpB)",0.524
"K15177()",0.524
"K15657()",0.524
"K00064(D-threo-aldose_1-dehydrogenase)",0.522
"K00097(4-hydroxythreonine-4-phosphate_dehydrogenase)",0.522
"K01823(isopentenyl-diphosphate_delta-isomerase)",0.522
"K04518(prephenate_dehydratase)",0.522
"K05835(threonine_efflux_protein)",0.522
"K08805(doublecortin_and_CaM_kinase-like_1)",0.522
"K10623(HOMODA_hydrolase)",0.522
"K11896(type_VI_secretion_system_protein_ImpG)",0.522
"K00151(5-carboxymethyl-2-hydroxymuconic-semialdehyde_dehydrogenase)",0.52
"K00333(NADH_dehydrogenase_I_subunit_D)",0.52
"K01813(L-rhamnose_isomerase)",0.52
"K02058(simple_sugar_transport_system_substrate-binding_protein)",0.52
"K03558(membrane_protein_required_for_colicin_V_production)",0.52
"K05567(multicomponent_Na+:H+_antiporter_subunit_C)",0.52
"K06297(spore_germination_protein_KC)",0.52
"K06631(polo-like_kinase_1)",0.52
"K06873(Sep-tRNA:Cys-tRNA_synthetase)",0.52
"K10913(TetR/AcrR_family_transcriptional_regulator,_hemagglutinin/proteaseregulatory_protein)",0.52
"K12472(epidermal_growth_factor_receptor_substrate_15)",0.52
"K13017(UDP-3-keto-D-GlcNAcA_aminotransferase)",0.52
"K13721(aminopeptidase_2)",0.52
"K14856()",0.52
"K00815(tyrosine_aminotransferase)",0.518
"K00817(histidinol-phosphate_aminotransferase)",0.518
"K00976(fucose-1-phosphate_guanylyltransferase)",0.518
"K01665(para-aminobenzoate_synthetase_component_I)",0.518
"K02319(DNA_polymerase_I)",0.518
"K02451(general_secretion_pathway_protein_B)",0.518
"K05717(fibronectin_1)",0.518
"K06185(ATP-binding_cassette,_sub-family_F,_member_2)",0.518
"K06595(heam-based_aerotactic_trancducer)",0.518
"K07488(transposase)",0.518
"K07689(two-component_system,_NarL_family,_invasion_response_regulator_UvrY)",0.518
"K07723(CopG_family_transcriptional_regulator)",0.518
"K10865(double-strand_break_repair_protein_MRE11)",0.518
"K11665(DNA_helicase_INO80)",0.518
"K12821(pre-mRNA-processing_factor_40)",0.518
"K13911(basic_salivary_proline-rich_protein_1/2)",0.518
"K15020()",0.518
"K15492()",0.518
"K00893(deoxycitidine_kinase)",0.516
"K01971(DNA_ligase_(ATP))",0.516
"K02531(transcriptional_antiterminator)",0.516
"K02615(acetyl-CoA_acetyltransferase)",0.516
"K03516(flagellar_protein_FlhE)",0.516
"K03811(nicotinamide_mononucleotide_transporter)",0.516
"K05853(Ca2+_transporting_ATPase,_sarcoplasmic/endoplasmic_reticulum)",0.516
"K08269(unc51-like_kinase)",0.516
"K10107(capsular_polysaccharide_transport_system_permease_protein)",0.516
"K11399(chromatin_modification-related_protein_EAF7)",0.516
"K13777(geranyl-CoA_carboxylase_alpha_subunit)",0.516
"K14053(outer_membrane_protein_G)",0.516
"K14403(cleavage_and_polyadenylation_specificity_factor_subunit_3)",0.516
"K14557()",0.516
"K14733()",0.516
"K00296(D-nopaline_dehydrogenase)",0.514
"K00327(NADPH-ferrihemoprotein_reductase)",0.514
"K00462(biphenyl-2,3-diol_1,2-dioxygenase)",0.514
"K01084(glucose-6-phosphatase)",0.514
"K02074(zinc/manganese_transport_system_ATP-binding_protein)",0.514
"K02548(1,4-dihydroxy-2-naphthoate_octaprenyltransferase)",0.514
"K07097(lipopolysaccharide_export_system_permease_protein)",0.514
"K09967(hypothetical_protein)",0.514
"K13718(OTU_domain-containing_protein_4)",0.514
"K15525()",0.514
"K00483(4-hydroxyphenylacetate-3-hydroxylase_large_chain)",0.512
"K00561(23S_rRNA_(adenine2085-N6)-dimethyltransferase)",0.512
"K00925(acetate_kinase)",0.512
"K01652(acetolactate_synthase_I/II/III_large_subunit)",0.512
"K01812(glucuronate_isomerase)",0.512
"K01965(propionyl-CoA_carboxylase_alpha_chain)",0.512
"K02875(large_subunit_ribosomal_protein_L14e)",0.512
"K04786(yersiniabactin_nonribosomal_peptide/polyketide_synthase)",0.512
"K05591(ATP-independent_RNA_helicase_DbpA)",0.512
"K05687(protein_DJ-1)",0.512
"K09482(glutamyl-tRNA(Gln)_amidotransferase_subunit_D)",0.512
"K10268(F-box_and_leucine-rich_repeat_protein_2/20)",0.512
"K10667(E3_ubiquitin-protein_ligase_RNF8)",0.512
"K10901(bloom_syndrome_protein)",0.512
"K02839(peptide_chain_release_factor_RF-H)",0.51
"K03760(phosphoethanolamine_transferase)",0.51
"K05637(laminin,_alpha_1/2)",0.51
"K08866(serine/threonine-protein_kinase_TTK/MPS1)",0.51
"K09569(FK506-binding_protein_2)",0.51
"K10238(trehalose/maltose_transport_system_permease_protein)",0.51
"K12575(kinetochore_protein_SLK19)",0.51
"K13693(glucosyl-3-phosphoglycerate_synthase)",0.51
"K15383()",0.51
"K00079(carbonyl_reductase_(NADPH))",0.508
"K01241(AMP_nucleosidase)",0.508
"K01487(guanine_deaminase)",0.508
"K01771(1-phosphatidylinositol_phosphodiesterase)",0.508
"K02342(DNA_polymerase_III_subunit_epsilon)",0.508
"K04432(mitogen-activated_protein_kinase_kinase_3)",0.508
"K06369(response_regulator_aspartate_phosphatase_K)",0.508
"K06958(ribosome_biogenesis_GTPase)",0.508
"K07692(two-component_system,_NarL_family,_response_regulator_DegU)",0.508
"K07785(MFS_transporter,_NRE_family,_putaive_nickel_resistance_protein)",0.508
"K07788(RND_superfamily,_multidrug_transport_protein_MdtB)",0.508
"K08999(hypothetical_protein)",0.508
"K09699(2-oxoisovalerate_dehydrogenase_E2_component_(dihydrolipoyltransacylase))",0.508
"K11636(putative_ABC_transport_system_permease_protein)",0.508
"K11772(SWI/SNF_complex_subunit_SWI3)",0.508
"K12824(transcription_elongation_regulator_1)",0.508
"K13038(phosphopantothenoylcysteine_decarboxylase_/phosphopantothenate--cysteine_ligase)",0.508
"K14680()",0.508
"K00022(3-hydroxyacyl-CoA_dehydrogenase)",0.506
"K00331(NADH_dehydrogenase_I_subunit_B)",0.506
"K00766(anthranilate_phosphoribosyltransferase)",0.506
"K01208(cyclomaltodextrinase)",0.506
"K01609(indole-3-glycerol_phosphate_synthase)",0.506
"K02075(zinc/manganese_transport_system_permease_protein)",0.506
"K02362(enterobactin_synthetase_component_D)",0.506
"K02603(origin_recognition_complex_subunit_1)",0.506
"K06766(neogenin)",0.506
"K07003(putative_drug_exporter_of_the_RND_superfamily)",0.506
"K07355(fimbrial-like_protein)",0.506
"K07609(nestin)",0.506
"K09992(hypothetical_protein)",0.506
"K10396(kinesin_family_member_5)",0.506
"K11320(E1A-binding_protein_p400)",0.506
"K13935(malonate_decarboxylase_epsilon_subunit)",0.506
"K14966()",0.506
"K15660()",0.506
"K15665()",0.506
"K00143(L-aminoadipate-semialdehyde_dehydrogenase)",0.504
"K00275(pyridoxamine_5'-phosphate_oxidase)",0.504
"K01224(arabinogalactan_endo-1,4-beta-galactosidase)",0.504
"K01355(omptin)",0.504
"K01784(UDP-glucose_4-epimerase)",0.504
"K01905(acetyl-CoA_synthetase_(ADP-forming))",0.504
"K02331(DNA_polymerase_phi_subunit)",0.504
"K05374(yersiniabactin_synthetase,_thioesterase_component)",0.504
"K06174(ATP-binding_cassette,_sub-family_E,_member_1)",0.504
"K06973(ribosomal_RNA_large_subunit_methyltransferase_F)",0.504
"K07078(mannosyl-3-phosphoglycerate_phosphatase)",0.504
"K08077(UDP-sugar_diphosphatase)",0.504
"K08679(UDP-glucuronate_4-epimerase)",0.504
"K10742(DNA_replication_ATP-dependent_helicase_Dna2)",0.504
"K11705(iron/zinc/copper_transport_system_permease_protein)",0.504
"K11905(type_VI_secretion_system_protein)",0.504
"K12405(3-hydroxyacyl-CoA_dehydrogenase_/3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA_hydratase_[EC:1.1.1.354.2.1.107])",0.504
"K13566(omega-amidase)",0.504
"K15152()",0.504
"K15531()",0.504
"K01027(3-oxoacid_CoA-transferase)",0.502
"K01596(phosphoenolpyruvate_carboxykinase_(GTP))",0.502
"K01843(lysine_2,3-aminomutase)",0.502
"K03135(transcription_initiation_factor_TFIID_subunit_D9)",0.502
"K05308(gluconate_dehydratase)",0.502
"K05830(acetylornithine/acetyl-lysine_aminotransferase)",0.502
"K07158(quercetin_2,3-dioxygenase)",0.502
"K08251(alpha_1,4-N-acetylglucosaminyltransferase)",0.502
"K10562(rhamnose_transport_system_ATP-binding_protein)",0.502
"K11639(Mg2+/citrate_complex_secondary_transporter)",0.502
"K12047(maltase-glucoamylase)",0.502
"K14596()",0.502
"K01547(K+-transporting_ATPase_ATPase_B_chain)",0.5
"K01803(triosephosphate_isomerase_(TIM))",0.5
"K01818(L-fucose_isomerase)",0.5
"K03200(type_IV_secretion_system_protein_VirB5)",0.5
"K05339(holin-like_protein_LrgB)",0.5
"K07769(two-component_system,_OmpR_family,_sensor_histidine_kinase_NblS)",0.5
"K08293(mitogen-activated_protein_kinase)",0.5
"K08773(RalA-binding_protein_1)",0.5
"K10921(cholera_toxin_transcriptional_activator)",0.5
"K12521(minor_pilin_subunit_PapF)",0.5
"K12997(rhamnosyltransferase)",0.5
"K13110(microfibrillar-associated_protein_1)",0.5
"K15545()",0.5
"K00416(ubiquinol-cytochrome_c_reductase_subunit_6)",0.498
"K00523(CDP-4-dehydro-6-deoxyglucose_reductase)",0.498
"K02145(V-type_H+-transporting_ATPase_subunit_A)",0.498
"K02810(PTS_system,_sucrose-specific_IIC_component)",0.498
"K03840(flavodoxin_II)",0.498
"K05617(solute_carrier_family_1_(high_affinity_aspartate/glutamatetransporter),_member_6)",0.498
"K06909(MFS_transporter,_UMF1_family)",0.498
"K08740(DNA_mismatch_repair_protein_MSH4)",0.498
"K08757(apolipoprotein_A-I)",0.498
"K14127(F420-non-reducing_hydrogenase_iron-sulfur_subunit_D)",0.498
"K01114(phospholipase_C)",0.496
"K01286(D-alanyl-D-alanine_carboxypeptidase)",0.496
"K03115(casein_kinase_2,_beta_polypeptide)",0.496
"K04437(filamin)",0.496
"K05827(lysine_biosynthesis_protein_LysX)",0.496
"K10906(exodeoxyribonuclease_VIII)",0.496
"K11322(enhancer_of_polycomb-like_protein)",0.496
"K12893(splicing_factor,_arginine/serine-rich_4/5/6)",0.496
"K15578()",0.496
"K00150(glyceraldehyde-3-phosphate_dehydrogenase_(NAD(P)))",0.494
"K00606(3-methyl-2-oxobutanoate_hydroxymethyltransferase)",0.494
"K01459(N-formylglutamate_deformylase)",0.494
"K02343(DNA_polymerase_III_subunit_gamma/tau)",0.494
"K03237(translation_initiation_factor_eIF-2_alpha_subunit)",0.494
"K03778(D-lactate_dehydrogenase)",0.494
"K04062(osmotically_inducible_lipoprotein_OsmB)",0.494
"K10405(kinesin_family_member_C1)",0.494
"K11900(type_VI_secretion_system_protein_ImpC)",0.494
"K14187(chorismate_mutase_/_prephenate_dehydrogenase)",0.494
"K01187(alpha-glucosidase)",0.492
"K01251(adenosylhomocysteinase)",0.492
"K02036(phosphate_transport_system_ATP-binding_protein)",0.492
"K05034(solute_carrier_family_6_(neurotransmitter_transporter,_GABA)_member1)",0.492
"K06550(L1_cell_adhesion_molecule)",0.492
"K07068(mannosyl-3-phosphoglycerate_phosphatase)",0.492
"K07786(MFS_transporter,_multidrug_resistance_protein_Y)",0.492
"K10810(transcriptional_regulator_TenI)",0.492
"K11903(type_VI_secretion_system_secreted_protein_Hcp)",0.492
"K11937(biofilm_PGA_synthesis_protein_PgaD)",0.492
"K12484(Rab11_family-interacting_protein_1/2/5)",0.492
"K14774()",0.492
"K15196()",0.492
"K00332(NADH_dehydrogenase_I_subunit_C)",0.49
"K00961(DNA_polymerase)",0.49
"K02847(O-antigen_ligase)",0.49
"K03288(MFS_transporter,_MHS_family,_citrate/tricarballylate:H+_symporter)",0.49
"K03639(molybdenum_cofactor_biosynthesis_protein)",0.49
"K07668(two-component_system,_OmpR_family,_response_regulator_VicR)",0.49
"K07688(two-component_system,_NarL_family,_response_regulator,_fimbrial_Zprotein,_FimZ)",0.49
"K09764(hypothetical_protein)",0.49
"K14154(thiamine-phosphate_diphosphorylase_/_hydroxyethylthiazole_kinase)",0.49
"K02077(zinc/manganese_transport_system_substrate-binding_protein)",0.488
"K02230(cobaltochelatase_CobN)",0.488
"K04874(potassium_voltage-gated_channel_Shaker-related_subfamily_A_member_1)",0.488
"K07459(putative_ATP-dependent_endonuclease_of_the_OLD_family)",0.488
"K07789(RND_superfamily,_multidrug_transport_protein_MdtC)",0.488
"K10124(carbohydrate-specific_outer_membrane_porin)",0.488
"K11469(RING1_and_YY1-binding_protein)",0.488
"K13289(cathepsin_A_(carboxypeptidase_C))",0.488
"K15016()",0.488
"K15172()",0.488
"K00351(Na+-transporting_NADH:ubiquinone_oxidoreductase_subunit_F)",0.486
"K02592(nitrogenase_molybdenum-iron_protein_NifN)",0.486
"K03741(arsenate_reductase)",0.486
"K03930(putative_tributyrin_esterase)",0.486
"K04061(flagellar_biosynthesis_protein)",0.486
"K05516(curved_DNA-binding_protein)",0.486
"K05569(multicomponent_Na+:H+_antiporter_subunit_E)",0.486
"K05571(multicomponent_Na+:H+_antiporter_subunit_G)",0.486
"K06238(collagen,_type_VI,_alpha)",0.486
"K10726(replicative_DNA_helicase_Mcm)",0.486
"K10850(MFS_transporter,_NNP_family,_putative_nitrate_transporter)",0.486
"K11360(transcriptional_activator_SPT8)",0.486
"K11909(type_VI_secretion_system_protein_VasI)",0.486
"K15441()",0.486
"K00049(glyoxylate_reductase_(NADP+))",0.484
"K02051(sulfonate/nitrate/taurine_transport_system_substrate-binding_protein)",0.484
"K02464(general_secretion_pathway_protein_O)",0.484
"K03111(single-strand_DNA-binding_protein)",0.484
"K05337(ferredoxin)",0.484
"K05568(multicomponent_Na+:H+_antiporter_subunit_D)",0.484
"K05800(Lrp/AsnC_family_transcriptional_regulator)",0.484
"K05927(quinone-reactive_Ni/Fe-hydrogenase_small_subunit)",0.484
"K07745(hypothetical_protein)",0.484
"K09578(peptidyl-prolyl_cis-trans_isomerase_NIMA-interacting_1)",0.484
"K09835(carotenoid_isomerase)",0.484
"K12523(minor_pilin_subunit_PapK)",0.484
"K13783(MFS_transporter,_OPA_family,_solute_carrier_family_37(glycerol-3-phosphate_transporter),_member_1/2)",0.484
"K01197(hyaluronoglucosaminidase)",0.482
"K02619(4-amino-4-deoxychorismate_lyase)",0.482
"K02664(type_IV_pilus_assembly_protein_PilO)",0.482
"K03120(transcription_initiation_factor_TFIID_TATA-box-binding_protein)",0.482
"K03204(type_IV_secretion_system_protein_VirB9)",0.482
"K05864(peptidyl-prolyl_isomerase_D_(cyclophilin_D))",0.482
"K06289(spore_germination_protein_AB)",0.482
"K09942(hypothetical_protein)",0.482
"K11324(DNA_methyltransferase_1-associated_protein_1)",0.482
"K13009(O-antigen_polymerase)",0.482
"K13482(xanthine_dehydrogenase_large_subunit)",0.482
"K01342(subtilisin)",0.48
"K02337(DNA_polymerase_III_subunit_alpha)",0.48
"K03225(type_III_secretion_protein_SctQ)",0.48
"K04751(nitrogen_regulatory_protein_P-II_1)",0.48
"K05799(GntR_family_transcriptional_regulator,_transcriptional_repressor_forpyruvate_dehydrogenase_complex)",0.48
"K06305(spore_germination_protein_Q)",0.48
"K07145(5-hydroxyisourate_hydrolase)",0.48
"K10909(two-component_system,_autoinducer_2_sensor_kinase/phosphatase_LuxQ)",0.48
"K11605(manganese/iron_transport_system_permease_protein)",0.48
"K11606(manganese/iron_transport_system_permease_protein)",0.48
"K12996(rhamnosyltransferase)",0.48
"K15635()",0.48
"K00868(pyridoxine_kinase)",0.478
"K00949(thiamine_pyrophosphokinase)",0.478
"K05566(multicomponent_Na+:H+_antiporter_subunit_B)",0.478
"K07354(outer_membrane_usher_protein)",0.478
"K07659(two-component_system,_OmpR_family,_phosphate_regulon_responseregulator_OmpR)",0.478
"K08353(thiosulfate_reductase_electron_transport_protein)",0.478
"K10169(toll-like_receptor_6)",0.478
"K00615(transketolase)",0.476
"K01039(glutaconate_CoA-transferase,_subunit_A)",0.476
"K01548(K+-transporting_ATPase_ATPase_C_chain)",0.476
"K01620(threonine_aldolase)",0.476
"K08726(soluble_epoxide_hydrolase)",0.476
"K08818(cell_division_cycle_2-like)",0.476
"K10592(E3_ubiquitin-protein_ligase_HUWE1)",0.476
"K11706(iron/zinc/copper_transport_system_ATP-binding_protein)",0.476
"K13682(beta-1,2-mannosyltransferase)",0.476
"K14535()",0.476
"K14743()",0.476
"K15429()",0.476
"K15658()",0.476
"K01178(glucoamylase)",0.474
"K01253(microsomal_epoxide_hydrolase)",0.474
"K01657(anthranilate_synthase_component_I)",0.474
"K06362(response_regulator_aspartate_phosphatase_D)",0.474
"K07227(hypothetical_protein)",0.474
"K09453(snRNA-activating_protein_complex_subunit_4)",0.474
"K10852(isopenicillin-N_N-acyltransferase)",0.474
"K10857(exodeoxyribonuclease_X)",0.474
"K13098(RNA-binding_protein_FUS)",0.474
"K13998(dihydrofolate_reductase_/_thymidylate_synthase)",0.474
"K15039()",0.474
"K01710(dTDP-glucose_4,6-dehydratase)",0.472
"K01911(O-succinylbenzoic_acid--CoA_ligase)",0.472
"K02549(O-succinylbenzoate_synthase)",0.472
"K05787(DNA-binding_protein_HU-alpha)",0.472
"K06374(spore_maturation_protein_B)",0.472
"K07225(putative_hemin_transport_protein)",0.472
"K07681(two-component_system,_NarL_family,_vancomycin_resistance_sensorhistidine_kinase_VraS)",0.472
"K09601(cathepsin_R)",0.472
"K10381(desmoplakin)",0.472
"K14155(cystathione_beta-lyase)",0.472
"K01090(protein_phosphatase)",0.47
"K01128(glycosylphosphatidylinositol_phospholipase_D)",0.47
"K05545(tRNA-dihydrouridine_synthase_4)",0.47
"K05683(ATP-binding_cassette,_subfamily_G_(WHITE),_member_5_(sterolin_1))",0.47
"K05922(quinone-reactive_Ni/Fe-hydrogenase_large_subunit)",0.47
"K07392(AAA_family_ATPase)",0.47
"K08641(D-alanyl-D-alanine_dipeptidase)",0.47
"K09792(hypothetical_protein)",0.47
"K11932(universal_stress_protein_G)",0.47
"K00171(pyruvate_ferredoxin_oxidoreductase,_delta_subunit)",0.468
"K03327(multidrug_resistance_protein,_MATE_family)",0.468
"K03387(alkyl_hydroperoxide_reductase_subunit_F)",0.468
"K04762(ribosome-associated_heat_shock_protein_Hsp15)",0.468
"K06338(spore_coat_protein_SA)",0.468
"K12409(bifunctional_UDP-N-acetylglucosamine_2-epimerase_/N-acetylmannosamine_kinase)",0.468
"K14455(aspartate_aminotransferase,_mitchondrial)",0.468
"K14777()",0.468
"K00616(transaldolase)",0.466
"K01810(glucose-6-phosphate_isomerase)",0.466
"K04524(apolipoprotein_E)",0.466
"K07290(hypothetical_protein)",0.466
"K08286(protein-serine/threonine_kinase)",0.466
"K10943(two_component_system,_response_regulator_FlrC)",0.466
"K11021(insecticidal_toxin_complex_protein_TccC)",0.466
"K11657(remodeling_and_spacing_factor_1)",0.466
"K12553(penicillin-binding_protein_3)",0.466
"K13018(UDP-D-GlcNAc3NA_acetyltransferase)",0.466
"K00041(tagaturonate_reductase)",0.464
"K00713(UDP-glucose:(glucosyl)LPS_alpha-1,2-glucosyltransferase)",0.464
"K02039(phosphate_transport_system_protein)",0.464
"K03064(26S_proteasome_regulatory_subunit_T4)",0.464
"K05401(toll-like_recepto_3)",0.464
"K05824(homoisocitrate_dehydrogenase)",0.464
"K06322(spore_maturation_protein_CgeD)",0.464
"K07228(TrkA_domain_protein)",0.464
"K07407(alpha-galactosidase)",0.464
"K12242(pyochelin_biosynthetic_protein_PchC)",0.464
"K12580(CCR4-NOT_transcription_complex_subunit_3)",0.464
"K15669()",0.464
"K01476(arginase)",0.462
"K02604(origin_recognition_complex_subunit_2)",0.462
"K03320(ammonium_transporter,_Amt_family)",0.462
"K03828(putative_acetyltransferase)",0.462
"K05988(ribonuclease_M5)",0.462
"K06895(ATP-dependent_Clp_protease_adaptor_protein_ClpS)",0.462
"K06922(queuosine_biosynthesis_protein_QueC)",0.462
"K08357(tetrathionate_reductase_subunit_A)",0.462
"K11548(kinetochore_protein_Nuf2)",0.462
"K12531(ATP-binding_cassette,_subfamily_B,_bacterial_RtxE)",0.462
"K13626(flagellar_assembly_factor_FliW)",0.462
"K01661(naphthoate_synthase)",0.46
"K01673(carbonic_anhydrase)",0.46
"K01817(phosphoribosylanthranilate_isomerase)",0.46
"K01959(pyruvate_carboxylase_subunit_A)",0.46
"K02133(F-type_H+-transporting_ATPase_subunit_beta)",0.46
"K03199(type_IV_secretion_system_protein_VirB4)",0.46
"K04085(tRNA_2-thiouridine_synthesizing_protein_A)",0.46
"K04876(potassium_voltage-gated_channel_Shaker-related_subfamily_A_member_3)",0.46
"K06765(deleted_in_colorectal_carcinoma)",0.46
"K07577(putative_mRNA_3-end_processing_factor)",0.46
"K11539(carbonyl_reductase_4)",0.46
"K00929(butyrate_kinase)",0.458
"K01193(beta-fructofuranosidase)",0.458
"K02350(DNA_polymerase_zeta_subunit)",0.458
"K02490(two-component_system,_response_regulator,_stage_0_sporulationprotein_F)",0.458
"K02506(leader_peptidase_HopD)",0.458
"K03672(thioredoxin_2)",0.458
"K07106(N-acetylmuramic_acid_6-phosphate_etherase)",0.458
"K11935(biofilm_PGA_synthesis_protein_PgaA)",0.458
"K12949(cation-transporting_P-type_ATPase_A/B)",0.458
"K13648(alpha-1,4-galacturonosyltransferase)",0.458
"K15579()",0.458
"K07074(mannosyl-3-phosphoglycerate_phosphatase)",0.456
"K09834(tocopherol_cyclase)",0.456
"K10126(two-component_system,_NtrC_family,_C4-dicarboxylate_transportresponse_regulator_DctD)",0.456
"K12735(peptidyl-prolyl_cis-trans_isomerase-like_4)",0.456
"K13012(O-antigen_biosynthesis_protein_WbqP)",0.456
"K13019(UDP-GlcNAc3NAcA_epimerase)",0.456
"K01456(peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine_amidase)",0.454
"K01458(N-formylglutamate_deformylase)",0.454
"K04799(flap_endonuclease-1)",0.454
"K06136(pyrroloquinoline_quinone_biosynthesis_protein_B)",0.454
"K06759(contactin_1)",0.454
"K13037(L-amino_acid_ligase)",0.454
"K15503()",0.454
"K06236(collagen,_type_I/II/III/V/XI,_alpha)",0.452
"K06694(26S_proteasome_non-ATPase_regulatory_subunit_10)",0.452
"K06886(hemoglobin)",0.452
"K07288(uncharacterized_membrane_protein)",0.452
"K10160(toll-like_receptor_4)",0.452
"K15653()",0.452
"K01188(beta-glucosidase)",0.45
"K02291(phytoene_synthase)",0.45
"K03651(Icc_protein)",0.45
"K03733(integrase/recombinase_XerC)",0.45
"K04480(methanol---5-hydroxybenzimidazolylcobamide_Co-methyltransferase)",0.45
"K08660(cytosolic_nonspecific_dipeptidase)",0.45
"K12686(outer_membrane_lipase/esterase)",0.45
"K14571()",0.45
"K03208(colanic_acid_biosynthesis_glycosyl_transferase_WcaI)",0.448
"K03279(UDP-glucose:(galactosyl)LPS_alpha-1,2-glucosyltransferase)",0.448
"K03462(nicotinamide_phosphoribosyltransferase)",0.448
"K03528(cell_division_protein_ZipA)",0.448
