kegg,brite_level
K08224,Transporters [BR:ko02000]
K08223,Transporters [BR:ko02000]
K08222,Transporters [BR:ko02000]
K08221,Transporters [BR:ko02000]
K06145,Transcription factors [BR:ko03000]
K08989,NA
K08229,Transporters [BR:ko02000]
K06147,Transporters [BR:ko02000]
K01143,Enzymes [BR:ko01000]
K15601,Enzymes [BR:ko01000]
K11435,Enzymes [BR:ko01000]
K11512,Chromosome [BR:ko03036]
K02585,NA
K01318,Enzymes [BR:ko01000]
K06142,NA
K00243,NA
K01317,Enzymes [BR:ko01000]
K06826,Cell adhesion molecules and their ligands [BR:ko04516]
K04766,Enzymes [BR:ko01000]
K04767,NA
K04764,DNA replication proteins [BR:ko03032]
K14773,Ribosome biogenesis [BR:ko03009]
K04762,Chaperones and folding catalysts [BR:ko03110]
K04763,Chromosome [BR:ko03036]
K04760,Transcription machinery [BR:ko03021]
K04761,Transcription factors [BR:ko03000]
K02665,Secretion system [BR:ko02044]
K02664,Secretion system [BR:ko02044]
K02666,Secretion system [BR:ko02044]
K04768,NA
K04769,Transcription factors [BR:ko03000]
K00809,Enzymes [BR:ko01000]
K08313,Enzymes [BR:ko01000]
K15462,Transfer RNA biogenesis [BR:ko03016]
K15461,Enzymes [BR:ko01000]
K15460,Enzymes [BR:ko01000]
K08317,Enzymes [BR:ko01000]
K08316,Enzymes [BR:ko01000]
K08315,Enzymes [BR:ko01000]
K08314,Enzymes [BR:ko01000]
K11438,Enzymes [BR:ko01000]
K08319,Enzymes [BR:ko01000]
K15468,Polyketide biosynthesis proteins [BR:ko01008]
K14648,Enzymes [BR:ko01000]
K05782,Transporters [BR:ko02000]
K05781,NA
K05787,DNA replication proteins [BR:ko03032]
K05786,Transporters [BR:ko02000]
K05785,Transcription factors [BR:ko03000]
K15262,Ribosome biogenesis [BR:ko03009]
K14392,Transporters [BR:ko02000]
K14393,Transporters [BR:ko02000]
K14390,Transporters [BR:ko02000]
K14391,Transporters [BR:ko02000]
K14644,Enzymes [BR:ko01000]
K14645,Enzymes [BR:ko01000]
K14394,Enzymes [BR:ko01000]
K14647,Enzymes [BR:ko01000]
K13196,Spliceosome [BR:ko03041]
K02404,Bacterial motility proteins [BR:ko02035]
K11940,Chromosome [BR:ko03036]
K12144,Enzymes [BR:ko01000]
K01446,Enzymes [BR:ko01000]
K01447,Enzymes [BR:ko01000]
K01449,Enzymes [BR:ko01000]
K13049,Enzymes [BR:ko01000]
K13048,Enzymes [BR:ko01000]
K13043,Enzymes [BR:ko01000]
K09273,Transcription factors [BR:ko03000]
K13046,Enzymes [BR:ko01000]
K13044,Spliceosome [BR:ko03041]
K14802,Enzymes [BR:ko01000]
K14803,Enzymes [BR:ko01000]
K14800,Ribosome biogenesis [BR:ko03009]
K14801,Ribosome biogenesis [BR:ko03009]
K14806,Enzymes [BR:ko01000]
K14807,Enzymes [BR:ko01000]
K14804,Ribosome biogenesis [BR:ko03009]
K14805,Enzymes [BR:ko01000]
K05567,Transporters [BR:ko02000]
K05566,Transporters [BR:ko02000]
K08005,Enzymes [BR:ko01000]
K08004,Enzymes [BR:ko01000]
K08003,Enzymes [BR:ko01000]
K08002,Enzymes [BR:ko01000]
K08001,Enzymes [BR:ko01000]
K02243,KEGG modules [BR:ko00002]
K02242,KEGG modules [BR:ko00002]
K02200,NA
K02240,KEGG modules [BR:ko00002]
K02247,KEGG modules [BR:ko00002]
K02246,KEGG modules [BR:ko00002]
K02533,Enzymes [BR:ko01000]
K02244,KEGG modules [BR:ko00002]
K02249,KEGG modules [BR:ko00002]
K02248,KEGG modules [BR:ko00002]
K02538,Transcription factors [BR:ko03000]
K02086,NA
K02081,Transcription factors [BR:ko03000]
K02082,Enzymes [BR:ko01000]
K12205,Secretion system [BR:ko02044]
K02088,Enzymes [BR:ko01000]
K03444,Transporters [BR:ko02000]
K12956,Enzymes [BR:ko01000]
K12957,Enzymes [BR:ko01000]
K12954,Enzymes [BR:ko01000]
K12955,Enzymes [BR:ko01000]
K12952,Enzymes [BR:ko01000]
K12953,Enzymes [BR:ko01000]
K12950,Enzymes [BR:ko01000]
K12951,Enzymes [BR:ko01000]
K06950,NA
K15158,Transcription machinery [BR:ko03021]
K06993,NA
K03424,Enzymes [BR:ko01000]
K03427,Enzymes [BR:ko01000]
K03932,NA
K03933,NA
K03930,Enzymes [BR:ko01000]
K03931,NA
K03756,Transporters [BR:ko02000]
K03757,Transporters [BR:ko02000]
K03206,Enzymes [BR:ko01000]
K03207,Enzymes [BR:ko01000]
K03752,Enzymes [BR:ko01000]
K03753,NA
K03750,Enzymes [BR:ko01000]
K03208,NA
K03758,Transporters [BR:ko02000]
K03759,Transporters [BR:ko02000]
K09668,Glycosyltransferases [BR:ko01003]
K09669,Enzymes [BR:ko01000]
K04924,Ion channels [BR:ko04040]
K15152,Transcription machinery [BR:ko03021]
K06144,Transporters [BR:ko02000]
K02336,Enzymes [BR:ko01000]
K06146,Transcription factors [BR:ko03000]
K02334,Enzymes [BR:ko01000]
K06140,Transcription factors [BR:ko03000]
K06141,Transporters [BR:ko02000]
K02331,Enzymes [BR:ko01000]
K06143,NA
K09529,Chaperones and folding catalysts [BR:ko03110]
K09469,Amino acid related enzymes [BR:ko01007]
K09466,Transcription factors [BR:ko03000]
K15157,Transcription machinery [BR:ko03021]
K09462,Enzymes [BR:ko01000]
K11494,Chromosome [BR:ko03036]
K03688,NA
K12071,Secretion system [BR:ko02044]
K12070,Secretion system [BR:ko02044]
K11496,Chromosome [BR:ko03036]
K03683,Enzymes [BR:ko01000]
K03684,Enzymes [BR:ko01000]
K03686,Chaperones and folding catalysts [BR:ko03110]
K03687,Chaperones and folding catalysts [BR:ko03110]
K12171,Enzymes [BR:ko01000]
K09528,Spliceosome [BR:ko03041]
K12176,Ubiquitin system [BR:ko04121]
K05931,Enzymes [BR:ko01000]
K10695,Enzymes [BR:ko01000]
K07301,Transporters [BR:ko02000]
K07300,Transporters [BR:ko02000]
K07303,Enzymes [BR:ko01000]
K07302,Enzymes [BR:ko01000]
K07305,Enzymes [BR:ko01000]
K07304,Enzymes [BR:ko01000]
K14667,Enzymes [BR:ko01000]
K08825,Enzymes [BR:ko01000]
K08824,Enzymes [BR:ko01000]
K08827,Enzymes [BR:ko01000]
K08826,Enzymes [BR:ko01000]
K13955,NA
K14664,Enzymes [BR:ko01000]
K13957,Ubiquitin system [BR:ko04121]
K13956,Ubiquitin system [BR:ko04121]
K13959,Ubiquitin system [BR:ko04121]
K14665,Enzymes [BR:ko01000]
K13958,Ubiquitin system [BR:ko04121]
K03112,NA
K14663,Enzymes [BR:ko01000]
K11609,Enzymes [BR:ko01000]
K11608,Enzymes [BR:ko01000]
K14660,Enzymes [BR:ko01000]
K11974,Enzymes [BR:ko01000]
K12558,NA
K11971,Enzymes [BR:ko01000]
K11972,Enzymes [BR:ko01000]
K08797,Enzymes [BR:ko01000]
K08796,Enzymes [BR:ko01000]
K08795,Enzymes [BR:ko01000]
K08793,Enzymes [BR:ko01000]
K06957,Enzymes [BR:ko01000]
K08790,Enzymes [BR:ko01000]
K08799,Enzymes [BR:ko01000]
K08798,Enzymes [BR:ko01000]
K13818,NA
K08173,Transporters [BR:ko02000]
K13819,NA
K14118,NA
K07942,GTP-binding proteins [BR:ko04031]
K06892,Enzymes [BR:ko01000]
K06893,NA
K06890,NA
K06891,NA
K07239,NA
K07238,Transporters [BR:ko02000]
K06322,NA
K06895,Transporters [BR:ko02000]
K07234,NA
K06898,NA
K06899,Chromosome [BR:ko03036]
K07231,NA
K06329,NA
K07233,NA
K07232,NA
K11777,NA
K11776,Transcription machinery [BR:ko03021]
K09684,Transcription factors [BR:ko03000]
K09685,Transcription factors [BR:ko03000]
K09682,Transcription factors [BR:ko03000]
K09683,Transcription factors [BR:ko03000]
K11771,Transcription machinery [BR:ko03021]
K09681,Transcription factors [BR:ko03000]
K10323,Ubiquitin system [BR:ko04121]
K11399,Chromosome [BR:ko03036]
K10321,Ubiquitin system [BR:ko04121]
K02463,KEGG modules [BR:ko00002]
K11397,Chromosome [BR:ko03036]
K11396,Chromosome [BR:ko03036]
K11391,Enzymes [BR:ko01000]
K06325,NA
K11393,Enzymes [BR:ko01000]
K05302,Enzymes [BR:ko01000]
K05962,Enzymes [BR:ko01000]
K05967,NA
K07076,NA
K00490,Enzymes [BR:ko01000]
K10295,Ubiquitin system [BR:ko04121]
K08644,Enzymes [BR:ko01000]
K08647,Enzymes [BR:ko01000]
K08646,Enzymes [BR:ko01000]
K08643,Enzymes [BR:ko01000]
K08642,Enzymes [BR:ko01000]
K00653,Enzymes [BR:ko01000]
K11805,Ubiquitin system [BR:ko04121]
K10829,Enzymes [BR:ko01000]
K11551,Chromosome [BR:ko03036]
K11550,Chromosome [BR:ko03036]
K06434,NA
K11556,Chromosome [BR:ko03036]
K06436,NA
K06437,NA
K10820,Enzymes [BR:ko01000]
K10821,Enzymes [BR:ko01000]
K11559,Chromosome [BR:ko03036]
K11558,Chromosome [BR:ko03036]
K07125,NA
K07124,NA
K10826,Enzymes [BR:ko01000]
K10827,Enzymes [BR:ko01000]
K09166,NA
K06327,NA
K11886,Proteasome [BR:ko03051]
K08152,Transporters [BR:ko02000]
K14116,NA
K06956,NA
K04023,NA
K04025,NA
K04024,NA
K04027,NA
K04026,NA
K15070,Ubiquitin system [BR:ko04121]
K15071,Ubiquitin system [BR:ko04121]
K15072,Ubiquitin system [BR:ko04121]
K15073,Ubiquitin system [BR:ko04121]
K15075,DNA repair and recombination proteins [BR:ko03400]
K15076,DNA repair and recombination proteins [BR:ko03400]
K10734,KEGG modules [BR:ko00002]
K10735,KEGG modules [BR:ko00002]
K10736,DNA replication proteins [BR:ko03032]
K07056,Enzymes [BR:ko01000]
K10730,Enzymes [BR:ko01000]
K10731,DNA replication proteins [BR:ko03032]
K07053,Enzymes [BR:ko01000]
K14117,NA
K09712,NA
K10738,Enzymes [BR:ko01000]
K07058,NA
K12557,NA
K09062,Transcription factors [BR:ko03000]
K09772,Chromosome [BR:ko03036]
K08252,Enzymes [BR:ko01000]
K08253,Enzymes [BR:ko01000]
K14258,Transporters [BR:ko02000]
K08256,Enzymes [BR:ko01000]
K08257,Enzymes [BR:ko01000]
K15384,Polyketide biosynthesis proteins [BR:ko01008]
K08255,Enzymes [BR:ko01000]
K08258,Enzymes [BR:ko01000]
K08259,Enzymes [BR:ko01000]
K08494,SNAREs [BR:ko04131]
K04798,Chaperones and folding catalysts [BR:ko03110]
K15676,Polyketide biosynthesis proteins [BR:ko01008]
K15677,Polyketide biosynthesis proteins [BR:ko01008]
K15674,Polyketide biosynthesis proteins [BR:ko01008]
K15675,Polyketide biosynthesis proteins [BR:ko01008]
K15678,Polyketide biosynthesis proteins [BR:ko01008]
K15679,Polyketide biosynthesis proteins [BR:ko01008]
K04797,Chaperones and folding catalysts [BR:ko03110]
K04796,NA
K04795,Ribosome biogenesis [BR:ko03009]
K04794,Enzymes [BR:ko01000]
K00476,Enzymes [BR:ko01000]
K03969,NA
K01308,Enzymes [BR:ko01000]
K06902,Transporters [BR:ko02000]
K01303,Enzymes [BR:ko01000]
K01301,Enzymes [BR:ko01000]
K01306,Enzymes [BR:ko01000]
K01305,Enzymes [BR:ko01000]
K01304,Enzymes [BR:ko01000]
K04775,Enzymes [BR:ko01000]
K04774,Enzymes [BR:ko01000]
K14768,Ribosome biogenesis [BR:ko03009]
K04770,Enzymes [BR:ko01000]
K04773,Enzymes [BR:ko01000]
K04772,Enzymes [BR:ko01000]
K01161,Enzymes [BR:ko01000]
K11557,Chromosome [BR:ko03036]
K02652,Secretion system [BR:ko02044]
K02653,Secretion system [BR:ko02044]
K02654,KEGG modules [BR:ko00002]
K02655,Secretion system [BR:ko02044]
K02656,Secretion system [BR:ko02044]
K09794,NA
K13638,Transcription factors [BR:ko03000]
K13639,Transcription factors [BR:ko03000]
K07037,NA
K13634,Transcription factors [BR:ko03000]
K13635,Transcription factors [BR:ko03000]
K00870,NA
K13723,Enzymes [BR:ko01000]
K13630,NA
K13631,KEGG modules [BR:ko00002]
K05571,Transporters [BR:ko02000]
K13633,Transcription factors [BR:ko03000]
K14657,KEGG modules [BR:ko00002]
K04485,DNA repair and recombination proteins [BR:ko03400]
K14337,Enzymes [BR:ko01000]
K04483,DNA repair and recombination proteins [BR:ko03400]
K15498,Enzymes [BR:ko01000]
K05544,Enzymes [BR:ko01000]
K13698,Peptidases [BR:ko01002]
K14659,KEGG modules [BR:ko00002]
K04488,NA
K01277,Enzymes [BR:ko01000]
K01276,Enzymes [BR:ko01000]
K06955,NA
K01274,Enzymes [BR:ko01000]
K15254,Enzymes [BR:ko01000]
K15255,Enzymes [BR:ko01000]
K15256,Enzymes [BR:ko01000]
K15257,Enzymes [BR:ko01000]
K15707,Enzymes [BR:ko01000]
K14383,Transporters [BR:ko02000]
K14382,Transporters [BR:ko02000]
K14384,Transporters [BR:ko02000]
K05540,Enzymes [BR:ko01000]
K06802,Cell adhesion molecules and their ligands [BR:ko04516]
K05015,Ion channels [BR:ko04040]
K00906,Enzymes [BR:ko01000]
K13692,Enzymes [BR:ko01000]
K00905,Enzymes [BR:ko01000]
K13658,Enzymes [BR:ko01000]
K00903,Enzymes [BR:ko01000]
K01459,Enzymes [BR:ko01000]
K11773,Transcription machinery [BR:ko03021]
K12291,Secretion system [BR:ko02044]
K14032,Transcription factors [BR:ko03000]
K03559,Transporters [BR:ko02000]
K10324,Ubiquitin system [BR:ko04121]
K13701,Peptidases [BR:ko01002]
K13702,Enzymes [BR:ko01000]
K13703,Peptidases [BR:ko01002]
K13704,Enzymes [BR:ko01000]
K13705,Peptidases [BR:ko01002]
K13706,Peptidases [BR:ko01002]
K04568,Enzymes [BR:ko01000]
K14811,Enzymes [BR:ko01000]
K14810,Enzymes [BR:ko01000]
K05518,Enzymes [BR:ko01000]
K01050,Enzymes [BR:ko01000]
K14815,Ribosome biogenesis [BR:ko03009]
K05464,Cytokines [BR:ko04052]
K14816,Ribosome biogenesis [BR:ko03009]
K14819,Enzymes [BR:ko01000]
K14818,Ribosome biogenesis [BR:ko03009]
K08070,Enzymes [BR:ko01000]
K13695,Peptidases [BR:ko01002]
K08076,Enzymes [BR:ko01000]
K08077,Enzymes [BR:ko01000]
K08075,Enzymes [BR:ko01000]
K13090,Spliceosome [BR:ko03041]
K13091,Spliceosome [BR:ko03041]
K13092,Spliceosome [BR:ko03041]
K02503,Exosome [BR:ko04147]
K02504,Secretion system [BR:ko02044]
K02505,Secretion system [BR:ko02044]
K02506,Enzymes [BR:ko01000]
K02507,Secretion system [BR:ko02044]
K02508,Transcription factors [BR:ko03000]
K13099,KEGG modules [BR:ko00002]
K06328,NA
K11477,NA
K13143,Spliceosome [BR:ko03041]
K09514,Chaperones and folding catalysts [BR:ko03110]
K09515,Chaperones and folding catalysts [BR:ko03110]
K09512,Chaperones and folding catalysts [BR:ko03110]
K09513,Chaperones and folding catalysts [BR:ko03110]
K09510,Chaperones and folding catalysts [BR:ko03110]
K09511,Chaperones and folding catalysts [BR:ko03110]
K12945,Enzymes [BR:ko01000]
K12944,Enzymes [BR:ko01000]
K13148,Enzymes [BR:ko01000]
K13418,Enzymes [BR:ko01000]
K09272,Transcription factors [BR:ko03000]
K12943,NA
K09519,Chaperones and folding catalysts [BR:ko03110]
K02436,Transcription factors [BR:ko03000]
K03438,Enzymes [BR:ko01000]
K02430,Transcription factors [BR:ko03000]
K03928,Enzymes [BR:ko01000]
K14729,Enzymes [BR:ko01000]
K14728,Enzymes [BR:ko01000]
K03925,NA
K03924,Enzymes [BR:ko01000]
K03926,NA
K03437,Transfer RNA biogenesis [BR:ko03016]
K03436,Transcription factors [BR:ko03000]
K03435,Transcription factors [BR:ko03000]
K03745,NA
K03212,Enzymes [BR:ko01000]
K03747,NA
K03746,Chromosome [BR:ko03036]
K03741,Enzymes [BR:ko01000]
K03216,Enzymes [BR:ko01000]
K03215,Enzymes [BR:ko01000]
K03214,Enzymes [BR:ko01000]
K07224,Transporters [BR:ko02000]
K03218,Enzymes [BR:ko01000]
K03749,NA
K03748,NA
K02383,Bacterial motility proteins [BR:ko02035]
K04076,Enzymes [BR:ko01000]
K09679,Enzymes [BR:ko01000]
K06158,Translation factors [BR:ko03012]
K03669,Enzymes [BR:ko01000]
K06320,NA
K02381,NA
K02346,Enzymes [BR:ko01000]
K04074,Chromosome [BR:ko03036]
K06155,Transporters [BR:ko02000]
K06897,Enzymes [BR:ko01000]
K03697,Chaperones and folding catalysts [BR:ko03110]
K03696,Chaperones and folding catalysts [BR:ko03110]
K04075,Enzymes [BR:ko01000]
K08896,Enzymes [BR:ko01000]
K03690,NA
K07038,NA
K06323,NA
K03699,Bacterial toxins [BR:ko02042]
K03698,Enzymes [BR:ko01000]
K03327,Transporters [BR:ko02000]
K03326,Transporters [BR:ko02000]
K03325,NA
K03324,Transporters [BR:ko02000]
K06188,Transporters [BR:ko02000]
K03322,Transporters [BR:ko02000]
K03321,Transporters [BR:ko02000]
K03320,Transporters [BR:ko02000]
K05499,Transcription factors [BR:ko03000]
K03329,Transporters [BR:ko02000]
K03328,NA
K13964,NA
K13965,NA
K13966,NA
K12169,Enzymes [BR:ko01000]
K12166,Enzymes [BR:ko01000]
K12164,Ubiquitin system [BR:ko04121]
K12163,Ubiquitin system [BR:ko04121]
K07230,Transporters [BR:ko02000]
K08818,Enzymes [BR:ko01000]
K08819,Enzymes [BR:ko01000]
K07338,NA
K07339,Enzymes [BR:ko01000]
K08810,Enzymes [BR:ko01000]
K08811,Enzymes [BR:ko01000]
K08812,Enzymes [BR:ko01000]
K08813,Enzymes [BR:ko01000]
K08815,Enzymes [BR:ko01000]
K08816,Enzymes [BR:ko01000]
K07333,Secretion system [BR:ko02044]
K06555,Cellular antigens [BR:ko04090]
K04691,Enzymes [BR:ko01000]
K11775,Transcription machinery [BR:ko03021]
K06559,Cellular antigens [BR:ko04090]
K01056,Enzymes [BR:ko01000]
K06873,NA
K12540,KEGG modules [BR:ko00002]
K12543,KEGG modules [BR:ko00002]
K12542,KEGG modules [BR:ko00002]
K12544,NA
K12547,NA
K12546,NA
K12549,NA
K12548,NA
K03496,Chromosome [BR:ko03036]
K11772,Transcription machinery [BR:ko03021]
K05346,Transcription factors [BR:ko03000]
K08864,Enzymes [BR:ko01000]
K11018,Bacterial toxins [BR:ko02042]
K11014,Bacterial toxins [BR:ko02042]
K11770,Transcription machinery [BR:ko03021]
K07107,Enzymes [BR:ko01000]
K03791,NA
K06888,NA
K09965,NA
K06333,NA
K06880,Enzymes [BR:ko01000]
K06883,NA
K06882,NA
K06337,NA
K06884,NA
K06887,NA
K06334,NA
K06889,NA
K04976,Ion channels [BR:ko04040]
K09859,NA
K09858,NA
K10947,Transcription factors [BR:ko03000]
K11701,Enzymes [BR:ko01000]
K13696,NA
K07591,NA
K07592,Transcription factors [BR:ko03000]
K11527,Enzymes [BR:ko01000]
K07599,NA
K13651,Prokaryotic defense system [BR:ko02048]
K11257,Enzymes [BR:ko01000]
K05998,Enzymes [BR:ko01000]
K11122,DNA replication proteins [BR:ko03032]
K11123,DNA replication proteins [BR:ko03032]
K05994,Enzymes [BR:ko01000]
K05995,Enzymes [BR:ko01000]
K05992,Enzymes [BR:ko01000]
K11127,DNA replication proteins [BR:ko03032]
K05991,Enzymes [BR:ko01000]
K07442,Enzymes [BR:ko01000]
K07115,Enzymes [BR:ko01000]
K07116,Enzymes [BR:ko01000]
K07117,NA
K07446,Enzymes [BR:ko01000]
K07447,Enzymes [BR:ko01000]
K07112,NA
K07445,NA
K00313,Enzymes [BR:ko01000]
K07448,Prokaryotic defense system [BR:ko02048]
K07449,NA
K07118,NA
K07119,NA
K11163,Enzymes [BR:ko01000]
K11833,Enzymes [BR:ko01000]
K11835,Enzymes [BR:ko01000]
K11836,Enzymes [BR:ko01000]
K11837,Enzymes [BR:ko01000]
K06426,NA
K06425,NA
K07939,Exosome [BR:ko04147]
K06423,NA
K06422,NA
K06421,NA
K06420,NA
K12940,Peptidases [BR:ko01002]
K06874,NA
K14209,Transporters [BR:ko02000]
K10301,Ubiquitin system [BR:ko04121]
K06218,Prokaryotic defense system [BR:ko02048]
K11390,Enzymes [BR:ko01000]
K14635,Enzymes [BR:ko01000]
K11392,Enzymes [BR:ko01000]
K04018,NA
K04014,NA
K04015,NA
K04016,NA
K04017,NA
K04013,NA
K07060,Enzymes [BR:ko01000]
K07061,Prokaryotic defense system [BR:ko02048]
K07062,NA
K07063,NA
K07064,NA
K07065,NA
K07066,NA
K07067,Enzymes [BR:ko01000]
K07068,NA
K07069,NA
K10729,DNA replication proteins [BR:ko03032]
K13112,Spliceosome [BR:ko03041]
K02519,Translation factors [BR:ko03012]
K15390,Polyketide biosynthesis proteins [BR:ko01008]
K15393,Enzymes [BR:ko01000]
K15395,Polyketide biosynthesis proteins [BR:ko01008]
K15394,Polyketide biosynthesis proteins [BR:ko01008]
K15396,Enzymes [BR:ko01000]
K15451,Enzymes [BR:ko01000]
K09129,NA
K10057,Lectins [BR:ko04091]
K08482,NA
K03145,Transcription machinery [BR:ko03021]
K04893,Ion channels [BR:ko04040]
K12986,Enzymes [BR:ko01000]
K01992,KEGG modules [BR:ko00002]
K01993,NA
K01990,KEGG modules [BR:ko00002]
K01991,Transporters [BR:ko02000]
K01994,Transcription factors [BR:ko03000]
K04744,Transporters [BR:ko02000]
K04748,NA
K04749,Transcription machinery [BR:ko03021]
K08851,Enzymes [BR:ko01000]
K15720,Enzymes [BR:ko01000]
K13629,Transporters [BR:ko02000]
K13628,Transfer RNA biogenesis [BR:ko03016]
K03485,Transcription factors [BR:ko03000]
K15457,Transfer RNA biogenesis [BR:ko03016]
K11547,Chromosome [BR:ko03036]
K13620,NA
K13626,Bacterial motility proteins [BR:ko02035]
K14623,DNA repair and recombination proteins [BR:ko03400]
K04343,KEGG modules [BR:ko00002]
K05167,Cytokine receptors [BR:ko04050]
K03387,Enzymes [BR:ko01000]
K15725,Transporters [BR:ko02000]
K01200,Enzymes [BR:ko01000]
K15727,Transporters [BR:ko02000]
K15711,Enzymes [BR:ko01000]
K15710,Enzymes [BR:ko01000]
K15712,Enzymes [BR:ko01000]
K05038,Transporters [BR:ko02000]
K01144,Enzymes [BR:ko01000]
K13715,Enzymes [BR:ko01000]
K13714,Enzymes [BR:ko01000]
K01422,Enzymes [BR:ko01000]
K01420,Transcription factors [BR:ko03000]
K01421,NA
K03220,KEGG modules [BR:ko00002]
K13718,Enzymes [BR:ko01000]
K09219,Transcription factors [BR:ko03000]
K07129,NA
K09269,Transcription factors [BR:ko03000]
K11552,Chromosome [BR:ko03036]
K00221,Enzymes [BR:ko01000]
K11807,Ubiquitin system [BR:ko04121]
K09216,Transcription factors [BR:ko03000]
K02647,Transcription factors [BR:ko03000]
K14281,Chromosome [BR:ko03036]
K14282,Chromosome [BR:ko03036]
K11806,Ribosome biogenesis [BR:ko03009]
K14828,Ribosome biogenesis [BR:ko03009]
K14829,Ribosome biogenesis [BR:ko03009]
K14287,Enzymes [BR:ko01000]
K05501,Transcription factors [BR:ko03000]
K14825,Ribosome biogenesis [BR:ko03009]
K14826,Enzymes [BR:ko01000]
K14827,Ribosome biogenesis [BR:ko03009]
K14820,Ribosome biogenesis [BR:ko03009]
K14821,Ribosome biogenesis [BR:ko03009]
K14822,Ribosome biogenesis [BR:ko03009]
K14823,Ribosome biogenesis [BR:ko03009]
K07022,NA
K03597,Transcription machinery [BR:ko03021]
K11555,Chromosome [BR:ko03036]
K03592,Peptidases [BR:ko01002]
K03593,Chromosome [BR:ko03036]
K05236,Exosome [BR:ko04147]
K03598,Transcription machinery [BR:ko03021]
K03599,Transcription machinery [BR:ko03021]
K02511,Transporters [BR:ko02000]
K07121,NA
K01732,Enzymes [BR:ko01000]
K07120,NA
K06049,NA
K07123,NA
K03710,Transcription factors [BR:ko03000]
K09728,NA
K12978,Enzymes [BR:ko01000]
K13150,Spliceosome [BR:ko03041]
K09506,Ribosome biogenesis [BR:ko03009]
K00479,NA
K09500,Chaperones and folding catalysts [BR:ko03110]
K13157,Spliceosome [BR:ko03041]
K13159,Spliceosome [BR:ko03041]
K13158,Messenger RNA biogenesis [BR:ko03019]
K12974,Enzymes [BR:ko01000]
K12976,Enzymes [BR:ko01000]
K12977,Enzymes [BR:ko01000]
K03918,Enzymes [BR:ko01000]
K03919,Enzymes [BR:ko01000]
K05340,Transporters [BR:ko02000]
K02427,Enzymes [BR:ko01000]
K00537,Enzymes [BR:ko01000]
K02425,Bacterial motility proteins [BR:ko02035]
K11905,KEGG modules [BR:ko00002]
K02429,Transporters [BR:ko02000]
K07126,NA
K08119,Proteoglycans [BR:ko00535]
K06047,Enzymes [BR:ko01000]
K03770,Enzymes [BR:ko01000]
K03771,Enzymes [BR:ko01000]
K03772,Enzymes [BR:ko01000]
K03773,Enzymes [BR:ko01000]
K03774,Enzymes [BR:ko01000]
K03775,Enzymes [BR:ko01000]
K12376,Enzymes [BR:ko01000]
K11900,KEGG modules [BR:ko00002]
K12374,Enzymes [BR:ko01000]
K12375,Enzymes [BR:ko01000]
K11901,KEGG modules [BR:ko00002]
K02358,Translation factors [BR:ko03012]
K11902,KEGG modules [BR:ko00002]
K02351,NA
K03716,Enzymes [BR:ko01000]
K02352,Enzymes [BR:ko01000]
K02355,Translation factors [BR:ko03012]
K02357,Translation factors [BR:ko03012]
K02356,Translation factors [BR:ko03012]
K11045,Bacterial toxins [BR:ko02042]
K08174,Transporters [BR:ko02000]
K09861,NA
K13574,Enzymes [BR:ko01000]
K13573,Proteasome [BR:ko03051]
K13572,Proteasome [BR:ko03051]
K13571,KEGG modules [BR:ko00002]
K13570,Ubiquitin system [BR:ko04121]
K13655,Transcription factors [BR:ko03000]
K08804,Enzymes [BR:ko01000]
K08802,Enzymes [BR:ko01000]
K08801,Enzymes [BR:ko01000]
K08800,Enzymes [BR:ko01000]
K12113,Transcription factors [BR:ko03000]
K13979,Enzymes [BR:ko01000]
K12117,Ubiquitin system [BR:ko04121]
K08809,Enzymes [BR:ko01000]
K08808,Enzymes [BR:ko01000]
K09992,NA
K12288,Secretion system [BR:ko02044]
K07328,Secretion system [BR:ko02044]
K10429,Protein phosphatases and associated proteins [BR:ko01009]
K09994,Enzymes [BR:ko01000]
K12282,Secretion system [BR:ko02044]
K07322,NA
K07321,NA
K07320,Enzymes [BR:ko01000]
K07327,Secretion system [BR:ko02044]
K12287,Secretion system [BR:ko02044]
K07325,Secretion system [BR:ko02044]
K07324,Secretion system [BR:ko02044]
K14835,Enzymes [BR:ko01000]
K12227,Secretion system [BR:ko02044]
K14112,NA
K14113,NA
K15172,Transcription machinery [BR:ko03021]
K08194,Transporters [BR:ko02000]
K15175,Transcription machinery [BR:ko03021]
K13888,KEGG modules [BR:ko00002]
K12026,Enzymes [BR:ko01000]
K11008,Bacterial toxins [BR:ko02042]
K12020,Ubiquitin system [BR:ko04121]
K11005,Transporters [BR:ko02000]
K08191,Transporters [BR:ko02000]
K11000,Enzymes [BR:ko01000]
K08190,Transporters [BR:ko02000]
K07217,NA
K07216,NA
K10382,Cytoskeleton proteins [BR:ko04812]
K07214,NA
K07212,NA
K11759,Transcription machinery [BR:ko03021]
K01146,NA
K08192,Transporters [BR:ko02000]
K04083,Chaperones and folding catalysts [BR:ko03110]
K07219,NA
K07218,NA
K11480,Enzymes [BR:ko01000]
K11483,Enzymes [BR:ko01000]
K11482,Enzymes [BR:ko01000]
K11484,Enzymes [BR:ko01000]
K08297,Enzymes [BR:ko01000]
K04902,Ion channels [BR:ko04040]
K04903,Ion channels [BR:ko04040]
K04900,Ion channels [BR:ko04040]
K04901,Ion channels [BR:ko04040]
K04904,Ion channels [BR:ko04040]
K06180,Enzymes [BR:ko01000]
